data_set_id,primary_injection_structure_id,primary_injection_structure_acronym,secondary_injection_structure_id,secondary_injection_acronym,mouse_line_name,grid_file_url,projection_structure_unionizes_file_url
100140756,993,MOs,"{184,993}","{FRP,MOs}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100140756_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100140756_projection_structure_unionizes.csv
100140949,886,RSPv,"{886,879}","{RSPv,RSPd}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100140949_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100140949_projection_structure_unionizes.csv
100141214,726,DG,"{726,463}","{DG,CA3}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141214_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141214_projection_structure_unionizes.csv
100141219,385,VISp,{385},{VISp},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141219_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141219_projection_structure_unionizes.csv
100141222,507,MOB,"{159,507}","{AON,MOB}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141222_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141222_projection_structure_unionizes.csv
100141223,733,VPM,"{725,718,629,733,741,1020}","{VPLpc,VPL,VAL,VPM,VPMpc,PO}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141223_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141223_projection_structure_unionizes.csv
100141273,985,MOp,"{985,337}","{MOp,SSp-ll}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141273_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141273_projection_structure_unionizes.csv
100141434,946,PH,"{946,685,414,366,194,797,181,636}","{PH,VM,SPFm,SMT,LHA,ZI,RE,MDm}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141434_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141434_projection_structure_unionizes.csv
100141435,258,LSr,"{564,258,672}","{MS,LSr,CP}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141435_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141435_projection_structure_unionizes.csv
100141454,993,MOs,"{993,39}","{MOs,ACAd}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141454_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141454_projection_structure_unionizes.csv
100141473,182305689,SSp-un,"{182305689,1011,329}","{SSp-un,AUDd,SSp-bfd}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141473_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141473_projection_structure_unionizes.csv
100141495,361,SSp-tr,"{337,361}","{SSp-ll,SSp-tr}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141495_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141495_projection_structure_unionizes.csv
100141563,985,MOp,"{337,985}","{SSp-ll,MOp}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141563_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141563_projection_structure_unionizes.csv
100141596,828,ICe,{828},{ICe},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141596_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141596_projection_structure_unionizes.csv
100141597,564,MS,"{564,452,226,258,266}","{MS,MEPO,LPO,LSr,LSv}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141597_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141597_projection_structure_unionizes.csv
100141598,170,LGd,"{170,218}","{LGd,LP}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141598_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141598_projection_structure_unionizes.csv
100141599,394,VISam,{394},{VISam},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141599_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141599_projection_structure_unionizes.csv
100141780,985,MOp,"{322,985}","{SSp,MOp}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141780_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141780_projection_structure_unionizes.csv
100141796,409,VISl,{409},{VISl},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141796_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141796_projection_structure_unionizes.csv
100141993,381,SNr,"{128,374,381}","{MRN,SNc,SNr}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141993_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100141993_projection_structure_unionizes.csv
100142354,1037,POST,"{1037,509,886}","{POST,SUBd,RSPv}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100142354_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100142354_projection_structure_unionizes.csv
100142569,629,VAL,"{1020,262,155,733,255,1096,629,718}","{PO,RT,LD,VPM,AV,AMd,VAL,VPL}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100142569_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100142569_projection_structure_unionizes.csv
100142580,672,CP,{672},{CP},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100142580_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100142580_projection_structure_unionizes.csv
100142655,361,SSp-tr,{361},{SSp-tr},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100142655_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100142655_projection_structure_unionizes.csv
100147785,1020,PO,"{726,215,930,1020,218,634}","{DG,APN,PF,PO,LP,NPC}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100147785_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100147785_projection_structure_unionizes.csv
100147853,385,VISp,{385},{VISp},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100147853_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100147853_projection_structure_unionizes.csv
100147861,382,CA1,"{382,9,461,423,463}","{CA1,SSp-tr6a,SSp-tr6b,CA2,CA3}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100147861_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100147861_projection_structure_unionizes.csv
100148142,254,RSP,{254},{RSP},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148142_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148142_projection_structure_unionizes.csv
100148143,726,DG,"{382,726,463}","{CA1,DG,CA3}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148143_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148143_projection_structure_unionizes.csv
100148443,382,CA1,"{382,502}","{CA1,SUB}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148443_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148443_projection_structure_unionizes.csv
100148503,22,PTLp,"{361,22}","{SSp-tr,PTLp}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148503_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148503_projection_structure_unionizes.csv
100148554,843,PAR,"{926,843}","{ENTm,PAR}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148554_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100148554_projection_structure_unionizes.csv
100149109,1002,AUDp,{1002},{AUDp},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100149109_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100149109_projection_structure_unionizes.csv
100149969,378,SSs,"{345,353,378}","{SSp-m,SSp-n,SSs}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100149969_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/100149969_projection_structure_unionizes.csv
112162251,329,SSp-bfd,{329},{SSp-bfd},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112162251_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112162251_projection_structure_unionizes.csv
112167395,726,DG,{726},{DG},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112167395_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112167395_projection_structure_unionizes.csv
112228391,194,LHA,"{693,830,126,1,797,614,194,1004,223}","{VMH,DMH,PVp,TMv,ZI,TU,LHA,PMv,ARH}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112228391_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112228391_projection_structure_unionizes.csv
112229103,22,PTLp,{22},{PTLp},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112229103_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112229103_projection_structure_unionizes.csv
112229814,337,SSp-ll,"{369,337}","{SSp-ul,SSp-ll}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112229814_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112229814_projection_structure_unionizes.csv
112306316,723,ORBl,"{746,723,993}","{ORBvl,ORBl,MOs}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112306316_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112306316_projection_structure_unionizes.csv
112307046,961,PIR,"{952,961}","{EPd,PIR}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112307046_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112307046_projection_structure_unionizes.csv
112307754,672,CP,{672},{CP},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112307754_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112307754_projection_structure_unionizes.csv
112308468,463,CA3,{463},{CA3},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112308468_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112308468_projection_structure_unionizes.csv
112372418,194,LHA,"{194,356,797}","{LHA,PST,ZI}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112372418_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112372418_projection_structure_unionizes.csv
112373124,329,SSp-bfd,{329},{SSp-bfd},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112373124_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112373124_projection_structure_unionizes.csv
112373830,409,VISl,"{541,409}","{TEa,VISl}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112373830_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112373830_projection_structure_unionizes.csv
112423392,746,ORBvl,"{746,723,39,44,993}","{ORBvl,ORBl,ACAd,ILA,MOs}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112423392_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112423392_projection_structure_unionizes.csv
112424102,1091,"CUL4, 5",{1091},"{""CUL4, 5""}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112424102_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112424102_projection_structure_unionizes.csv
112424813,879,RSPd,"{879,894}","{RSPd,RSPagl}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112424813_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112424813_projection_structure_unionizes.csv
112425523,194,LHA,"{128,797,749,194,414,685,946}","{MRN,ZI,VTA,LHA,SPFm,VM,PH}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112425523_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112425523_projection_structure_unionizes.csv
112458114,39,ACAd,"{48,39,993,972}","{ACAv,ACAd,MOs,PL}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112458114_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112458114_projection_structure_unionizes.csv
112458831,672,CP,{672},{CP},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112458831_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112458831_projection_structure_unionizes.csv
112459547,536,CEA,"{303,1105,536,131}","{BLAa,IA,CEA,LA}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112459547_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112459547_projection_structure_unionizes.csv
112460257,1007,SIM,"{1007,1091}","{SIM,""CUL4, 5""}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112460257_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112460257_projection_structure_unionizes.csv
112514202,48,ACAv,"{39,48,993}","{ACAd,ACAv,MOs}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112514202_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112514202_projection_structure_unionizes.csv
112514915,378,SSs,"{1018,329,378}","{AUDv,SSp-bfd,SSs}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112514915_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112514915_projection_structure_unionizes.csv
112595376,886,RSPv,"{894,886,879}","{RSPagl,RSPv,RSPd}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112595376_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112595376_projection_structure_unionizes.csv
112596790,95,AI,"{1057,95}","{GU,AI}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112596790_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112596790_projection_structure_unionizes.csv
112597496,814,DP,"{44,597,814}","{ILA,TTd,DP}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112597496_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112597496_projection_structure_unionizes.csv
112670853,985,MOp,{985},{MOp},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112670853_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112670853_projection_structure_unionizes.csv
112672268,726,DG,"{726,463}","{DG,CA3}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112672268_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112672268_projection_structure_unionizes.csv
112672974,926,ENTm,"{518,918,385,926,843,425,541,895}","{SUBv,ENTl,VISp,ENTm,PAR,VISpl,TEa,ECT}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112672974_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112672974_projection_structure_unionizes.csv
112745073,463,CA3,{463},{CA3},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112745073_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112745073_projection_structure_unionizes.csv
112745787,726,DG,{726},{DG},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112745787_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112745787_projection_structure_unionizes.csv
112789899,1049,FL,"{101,1049}","{VCO,FL}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112789899_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112789899_projection_structure_unionizes.csv
112791318,361,SSp-tr,"{337,361,329}","{SSp-ll,SSp-tr,SSp-bfd}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112791318_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112791318_projection_structure_unionizes.csv
112826458,445,SPVO,"{437,852,765,445,691}","{SPVI,PARN,x,SPVO,NTSm}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112826458_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112826458_projection_structure_unionizes.csv
112827164,302,SCs,"{294,302}","{SCm,SCs}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112827164_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112827164_projection_structure_unionizes.csv
112827872,1056,ANcr1,"{1064,1056}","{ANcr2,ANcr1}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112827872_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112827872_projection_structure_unionizes.csv
112881858,1018,AUDv,"{1011,1018,1002,541}","{AUDd,AUDv,AUDp,TEa}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112881858_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112881858_projection_structure_unionizes.csv
112882565,182305689,SSp-un,"{182305689,329,1011}","{SSp-un,SSp-bfd,AUDd}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112882565_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112882565_projection_structure_unionizes.csv
112935169,985,MOp,"{337,985}","{SSp-ll,MOp}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112935169_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112935169_projection_structure_unionizes.csv
112936582,345,SSp-m,{345},{SSp-m},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112936582_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112936582_projection_structure_unionizes.csv
112951097,38,PVH,{38},{PVH},Oxt-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112951097_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112951097_projection_structure_unionizes.csv
112951804,329,SSp-bfd,"{378,329,1011}","{SSs,SSp-bfd,AUDd}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112951804_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112951804_projection_structure_unionizes.csv
112952510,993,MOs,"{39,993}","{ACAd,MOs}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112952510_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/112952510_projection_structure_unionizes.csv
113036264,378,SSs,"{378,677}","{SSs,VISC}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113036264_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113036264_projection_structure_unionizes.csv
113037759,194,LHA,"{194,390,614}","{LHA,SO,TU}",Oxt-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113037759_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113037759_projection_structure_unionizes.csv
113095845,797,ZI,"{422,1020,733,797,685}","{SPFp,PO,VPM,ZI,VM}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113095845_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113095845_projection_structure_unionizes.csv
113096571,795,PAG,"{294,795}","{SCm,PAG}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113096571_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113096571_projection_structure_unionizes.csv
113144533,303,BLAa,"{451,536,303,311,334}","{BLAv,CEA,BLAa,BLAp,BMAp}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113144533_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113144533_projection_structure_unionizes.csv
113165340,475,MG,"{1044,475,1029,325,580,218,422,128}","{PP,MG,POL,SGN,NB,LP,SPFp,MRN}",Etv1-CreERT2,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113165340_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113165340_projection_structure_unionizes.csv
113166056,726,DG,"{726,463}","{DG,CA3}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113166056_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113166056_projection_structure_unionizes.csv
113225519,194,LHA,{194},{LHA},Lepr-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113225519_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113225519_projection_structure_unionizes.csv
113226232,926,ENTm,"{918,926}","{ENTl,ENTm}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113226232_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113226232_projection_structure_unionizes.csv
113313632,194,LHA,"{88,830,797,194}","{AHN,DMH,ZI,LHA}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113313632_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113313632_projection_structure_unionizes.csv
113314337,830,DMH,"{693,118,830}","{VMH,PVi,DMH}",Lepr-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113314337_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113314337_projection_structure_unionizes.csv
113368085,811,ICc,"{811,828}","{ICc,ICe}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113368085_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113368085_projection_structure_unionizes.csv
113368898,509,SUBd,"{509,886,382}","{SUBd,RSPv,CA1}",Drd1a-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113368898_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113368898_projection_structure_unionizes.csv
113369603,194,LHA,"{194,693,614}","{LHA,VMH,TU}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113369603_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113369603_projection_structure_unionizes.csv
113399428,128,MRN,"{128,294}","{MRN,SCm}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113399428_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113399428_projection_structure_unionizes.csv
113400134,214,RN,"{795,749,128,67,946,214}","{PAG,VTA,MRN,INC,PH,RN}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113400134_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113400134_projection_structure_unionizes.csv
113442864,706,OP,"{531,1061,706,294}","{MPT,PPT,OP,SCm}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113442864_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113442864_projection_structure_unionizes.csv
113443572,159,AON,"{952,159,961}","{EPd,AON,PIR}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113443572_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113443572_projection_structure_unionizes.csv
113444277,194,LHA,"{194,668,797,356}","{LHA,DMHa,ZI,PST}",Pmch-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113444277_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113444277_projection_structure_unionizes.csv
113504763,181,RE,{181},{RE},C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113504763_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113504763_projection_structure_unionizes.csv
113505468,672,CP,"{961,998,672}","{PIR,FS,CP}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113505468_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113505468_projection_structure_unionizes.csv
113506174,194,LHA,"{194,356,797}","{LHA,PST,ZI}",Pmch-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113506174_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113506174_projection_structure_unionizes.csv
113553300,226,LPO,"{298,523,596,689,226,342,351}","{MA,MPO,NDB,VLPO,LPO,SI,BST}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113553300_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113553300_projection_structure_unionizes.csv
113554008,155,LD,{155},{LD},Gal-Cre_KI87,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113554008_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113554008_projection_structure_unionizes.csv
113554719,226,LPO,"{226,521,515,88,529,523,596,342,263}","{LPO,BSTmg,MPN,AHN,BSTv,MPO,NDB,SI,AVP}",C57BL/6J,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113554719_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/113554719_projection_structure_unionizes.csv
